URL;TITRE;KEYWORDS;DATE;TYPE
a0208.pdf;Transport combiné Le combiné recule depuis que le pavillon français à l’international cède;Transport combiné, international;2013;PDF
a0209.pdf;Taxe poids lourds Après l’ajournement, l’Écotaxe ou l’huile de ricin du transport routier L’Écotaxe est presque une veille idée. Un produit de l’inventivité technocratique, ;Ecotaxe, taxes TRM, transport routier;2013;PDF
a0211.pdf;Lettre ouverte…;Transport, politique des transports;2013;PDF
a0213.pdf;Messagerie et express;Messagerie, crise;2013;PDF
a0214.pdf;On transporte ce qu’on échange;Economie des transports, fret, échanges;2013;PDF
a0215.pdf;Messagerie : péripéties et illusions stratégiques Contrairement à ce que pourrait laisser entendre la presse généraliste, et d’une certaine manière le climat ambiant du transport routier de marchandis;Messagerie, crise;2013;PDF
TIH459.pdf;"Le transport low-cost et la France : quand le buzz fait office
d’analyse";Transport routier de marchandises, pavillon, concurrence, low-cost, distorsions;2012;PDF
a0117.pdf;Corse, carburants, toujours dans le brouillard ? La question des carburants est revenue au premier plan, au détour de la présentation d’un rapport de l’exécutif devant l’Assemblée de Corse (rapport 20;Corse, carburants;2012;PDF
a0170.pdf;Les transports, la politique et nous Chapitre 2 : Poids et dimensions Définir les règles relatives aux poids et dimensions de ce qui roule est une des prérogatives reconnue;Politique & réglementation, poids et dimensions;2012;PDF
a0179.pdf;Politique & réglementation 13 Les transports, la politique et nous Chapitre 3 : Budgets taxes et gros sous Mon premier réflexe était de parler avec sérieux et force détails de ces questions relativeme;Transport, taxes, budget;2012;PDF
a0180.pdf;Politique & réglementation 15 Les transports, la politique et nous Chapitre 4 : Un système déséquilibré et endetté qui devra faire de nouvelles dettes Les transports rapportent plus qu’ils ne coûtent.;Transport financement;2012;PDF
a0182.pdf;Les transports, la politique et nous (chapitre 5) La question sociale Rappelez-vous. Il n’y a pas si longtemps on pensait le secteur comme si c’était une Cocotte-Minute, toujours prête à exploser. J e;Transport routier, social, conditions de travail, durée du travail;2012;PDF
a0183.pdf;Politique & réglementation Les transports, la politique et nous (chapitre 6) La compétitivité du pavillon français C’est une chose entendue. Le pavillon routier français à l’international ne pèse plus;Transport, pavillon, TRM;2012;PDF
a0184.pdf;La bataille du rail;Transport, rail, fret;2012;PDF
a0185.pdf;Les transports, la politique et nous (chapitre 8) L’innovation indispensable L ’histoire des transports est depuis la nuit des temps affaire d’innova- tion. On apprit à rouler, à navi- guer, à voler;Transport, innovation;2012;PDF
a0186.pdf;Politique & réglementation Chronique Protections, illusions ? La répercussion de l’Écotaxe n’aurait pas lieu d’être s’il n’existait pas en Europe, mais aussi en France, des disparités sociales et fisc;Transport, Ecotaxe, Europe;2012;PDF
a0189.pdf;Regroupement SNCF-RFF;Rail, SNCF, RFF;2012;PDF
a0190.pdf;Il faut s’attendre à un nouveau mouvement de concentration salutaire La messagerie est en crise. Pour ceux qui n’en vivent pas ça reste un symbole de l’évol;Messagerie, concentration;2012;PDF
a0199.pdf;Comptes 2012 Les raisons objectives de la grogne La récente livraison des comptes – provisoires – des transports de la nation …;Comptes des Transports de la Nation;2012;PDF
a0222.pdf;Transport fluvial : Résistance ? Le transport fluvial résiste.;Transport fluvial, voie d’eau, fret;2012;PDF
a0229.pdf;Quelle ferroviaire ? valeur du réseau A cette question, pour cause d’IFRS et de juste valeur, au moins en apparence, on serait tenté de répondre « pas grand-chose ». Reste que le mode de calcul retenu;Rail, valeur comptable, IFRS, déficit;2012;PDF
a0108.pdf;"Classement mondial 2010
Les opérateurs de transport";Classement, groupes, transport de marchandises, logistique, opérateurs, organisateurs ;2011;PDF
a0110.pdf;"Classement mondial 2010
Organisation
de transport international";Transport;2011;PDF
a0148.pdf;SIGNATEUR Le calcul des émissions de CO2 liées aux prestations logistiques et transport;Transport, fret, calcul, émissions de CO2;2011;PDF
a0149.pdf;Le projet SAMBA Prospective et scénarios technologiques (et DS) dans le domaine du transport de fret : quelles méthodes pour une aide à la décision publique ? Recherche PREDIT GO4;Prospective, technologie, dynamique des systèmes;2011;PDF
a0150.pdf;Remarques sur le rapport Hillmeyer;Cabotage, commissionnaires de transport, opérateurs, fret;2011;PDF
a0174.pdf;Politique & réglementation Les transports, la campagne présidentielle et la dette;Transport, Elections présidentielles, politique des transports;2011;PDF
impots copie.pdf;impots et taxes;Transport, impôts et taxes;2011;PDF
rapport_signateur_final.pdf;Affichage CO2 rapport signateur final;Affichage, CO2, Climat,;2011;PDF
a0098.pdf;Le Tribunal Administratif approuve la Moby Une double procédure La direction de la Moby Line, représentée par Fabien Paoli, président de Moby France, estime que l’OTC doit à la compagnie « 750 000 eur;Moby line, Corse, maritime;2010;PDF
a0175.pdf;SNCF, GNTC, déprime déprimante;Transport, rail, fret, SNCF;2010;PDF
a0176.pdf;Politique & réglementation Chronique Quelques idées simples sur la crise de la zone Euro Pourquoi donc une dette qui ne posait pas de problème il y a deux ans en pose aujourd’hui ? cas de la Grèce pro;Economie, zone Euro, Crise;2010;PDF
a0177.pdf;Politique & réglementation 15 Chronique Conjoncture : Aïe ! L’annonce de plans de réduction d’effectifs, comme autant de mauvaises nouvelles en marge des incertitudes européennes, vient à point nommé;Transport, politique, régulation;2010;PDF
a0086.pdf;"La réforme de Fret
SNCF, un mélange d'excellentes nouvelles et de
gros points d'interrogation";Fret, SNCF, Réforme;2009;PDF
a0121.pdf;Management Stratégique Transport- Logistique Patrice Salini patrice.salini@wanadoo.fr Stratégie ? • Stratos Ageîn (Gr.) = Armée + Conduire • Action de coordonner l’ensemble des forces • Elaboration d’;Management Stratégique, Transport;2008;PDF
a0147.pdf;Simpactrans – Avril – Mai 2008 Construction d’un simulateur de l’influence de la structure de la production et des échanges agricoles;Transport, agriculture, PAC, CO2, modélisation, dynamique des systèmes;2008;PDF
a0122.pdf;Etude Délais de paiement Pour le Ministère des transports Présentation des résultats L’équipe Patrice Salini Sandrine Vanel L’objet • Analyser les conséquences de l’article 441-6 du Code de Commerce s;Délais de paiement, transport routier;2007;PDF
a0137.pdf;Etude Délais de paiement Pour le Ministère des transports Présentation des résultats L’équipe Patrice Salini Sandrine Vanel L’objet • Analyser les conséquences de l’article 441-6 du Code de Commerce s;Transport routier, délais de paiement;2007;PDF
a0092.pdf;Rapport Libermann Le Conseil National des Transports accueillait ce 6 juin Claude Liebermann qui devait présenter sa mission sur la « modernisation du secteur des transports routiers de marchandises »;Transport, régulation, dépénalisation;2006;PDF
a0144.pdf;Stratégie des opérateurs de prestation de service de transport et de logistique dans le monde Patrice Salini Mars 2006 Des facteurs forts de changement • La poursuite de l’externalisation – > économie;Stratégie, opérateurs, monde;2006;PDF
a0154.pdf;AxeFret : Un axe dédié au combiné est-il rentable ?;Transport de marchandises, rail, combiné, Simulation, rentabilité, axe dédié;2006;PDF
a0233.pdf;Vision, Ecoute et partage.. Ces trois mots résument assez bien le sentiment que me laissent mes contacts récents avec le monde professionnels. Quelques soient les activités du transport, chefs entrepr;Transport, régulation;2006;PDF
autre-regard-pas-tlf-2006.pdf;Un autre regard : Transport et logistique en Europe;Transport, fret, logistique;2006;PDF
etude-lorraine-netr-2006.pdf;etude-lorraine-netr-2006;TRM, Lorraine;2006;PDF
PS.Restruc.AFT2005 copie.pdf;Restructuration Groupes de Transport AFT2005;Transport, groupes, restructuration, concentrations, Prestation de services, Logistique;2005;PDF
a0115.pdf;Transport routier de marchandises : Dominant ! Tout à la fois décrié et plébiscité, archaïque et profondément moderne, le transport routier n‘en finit pas de gagner en parts de marché. Il est donc tou;Transport routier de marchandises;2004;PDF
a0157.pdf;Route Automatisée Poids Lourds (RAPL);Route automatisée, ITS, véhicules autonomes, poids lourds;2004;PDF
La tibune 23.03.03 copie.pdf;Transport et effet de serre;CO2, effet de serre;2003;PDF
PSChangement copie.pdf;"Prestation de services, Logistique : Facteurs de changement et
restructuration du secteur";Prestation de services, Logistique, Transport, groupes, restructuration, concentrations;2003;PDF
a0134.pdf;Transport-Logistique « Pourquoi et comment bouge!»!» ? ? Patrice Salini, Inrets Aslog-Marseille janvier 2003 Les grands facteurs de changement • La mondialisation •;Transports, fret, organisation de transport, Groupes, restructuration, regroupements;2003;PDF
a0135.pdf;Prestation de services Logistique Facteurs de changement et restructuration du secteur Patrice Salini, Inrets Bobigny, Avril 2003 Les grands facteurs de changement • La mondialisation • La constructio;Transports, fret, organisation de transport, Groupes, restructuration, regroupements;2003;PDF
simtrans co2.pdf;Le modèle SIMTRANS CO2;Modélisation, dynamique des systèmes, co2, effet de serre, émissions, transport de marchandises, fret;2003;PDF
transport combiné la tribune 2003.pdf;Le transport combiné, interview;Combiné, rail-route;2003;PDF
transport et démocratie durable unesco 2003 .pdf;Transport et démocratie durable;Sociologie, dynamique des systèmes, assentiment, choix;2003;PDF
a0113.pdf;Transports Union Européenne élargissement... Patrice Salini Elargissement Un contexte des métiers des stratégies Le poids des “Peco” demeure modéré Des différentiels de revenu et de richesse Un potent;Transport, Europe, élargissement, Union européenne;2002;PDF
a0132.pdf;Transport de marchandises: Restructurations Mondialisation Libéralisation Patrice Salini - Inrets Un rappel : les transports dans l’économie française Production des branches en 2002 - Millions d'€ Vo;Transports, fret, organisation de transport, Groupes, restructuration, regroupements;2002;PDF
a0096.pdf;Messagerie : les mastodontes vont-ils enfin stabiliser le marché ?, Interviews 16/04/12 14:48 Messagerie : les mastodontes vont-ils enfin stabiliser le marché ? 16/04 | 11:28 | Les Echos C'est la ques;Messagerie;2001;PDF
a0167.pdf;Lettre ouverte : Comités et conseils;Transport, institutions, représentation, concertation, comités, conseils;2001;PDF
HEURES DE SERVICE-USA copie.pdf;HEURES DE SERVICE-USA copie;Transport, durée du travail, durée de service, USA, Etats Unis;2000;PDF
Prix carburants régulation 08.2000.pdf;Prix carburants Mieux vaut régler que faire des cadeaux;Transport routier, TRM, Prix, carburants, gazole, taxes, TIPP, TICPE, accises;2000;PDF
a0125.pdf;"Faits et tendances économiques ; 1999-2000 CNT";Transport, CNT, Economie, analyse;2000;PDF
predit-ruptures-2000.pdf;predit-ruptures-2000;prospective;2000;PDF
sernam interview 2000.pdf;Le serman;Sernam, messagerie, fret, colis, express, crise;2000;PDF
CNT- conflictualité sncf 05.99.pdf;CNT- conflictualité sncf 05.99;Transport ferroviaire, conflits, grèves, conflictualité, psychologie, sociologie;1999;PDF
Document numérisé.pdf;Messagerie et ferroviaire;Transport, messagerie, rail;1999;PDF
Fret rail 99.pdf;Analyse Fret Ferroviaire;Fret, Rail;1999;PDF
ds-barbizon-1999.pdf;Dynamique des systèmes-barbizon-1999;Dynamique des systèmes;1999;PDF
C00001.pdf;Big bang postal ;Postes, restructuration, groupes, transport, logistique, colis, fret;1999;PDF
Bac +2 1998.pdf;Formations Bac +2 1998;Transport, formation, DUT, BTS;1998;PDF
CNR 1998 BTL .pdf;CNR  Comité National Routier 1998 BTL;Transport routier, CNR,  Comité National Routier ;1998;PDF
Erignac 1998.pdf;Assasinat Erignac 1998;Erignac, assasinat, Corse;1998;PDF
Gabcikovo Danube 1998.pdf;Gabcikovo Danube 1998;Transport, voie d’eau, Danube;1998;PDF
Tarifs infrastructures rail 01.98.pdf;Tarifs infrastructures rail 01.98;Tarification,  infrastructures, rail ;1998;PDF
competitivite-1998.pdf;competitivite-1998;Transport, TRM, Compétitivité;1998;PDF
Octobre 97TM-New1.pdf;Petits pas et bonne nouvelle;politique des transports, régulation;1997;PDF
grand chambardement 1997.pdf;Le grand chambardement;restructuration, groupes, transport, logistique, colis, fret;1997;PDF
TI484.pdf;Encore un conflit routier;Transport routier, fret, conflit, grève, colère;1996;PDF
TM 31.pdf;Des idées simples ?;Taxes, TIPP, TICPE, Transport routier, TRM;1996;PDF
TM N° 23.pdf;Les chiffres n’ont pas a priori l’autorité de la chose jugée;Commissionnaires de transport, indices, prix, contrat de progrès, coûts, transport routier de marchandises, TIPP, TICPE;1995;PDF
TM N° 26.pdf;Prost-Ups : Une histoire à méditer;UPS, concentration, rachats, Prost, messagerie, express;1995;PDF
TM N° 27.pdf;Où va fret Sncf ?;Débat, SNCF, chemin de fer, stratégie, politique des transports;1995;PDF
TM N° 28.pdf;Edito Transport Magazine;Edito, Transport Magazine;1995;PDF
TM N° 29.pdf;Edito Transport Magazine;Edito, Transport Magazine;1995;PDF
TM N° 30.pdf;Edito Transport Magazine;Edito, Transport Magazine;1995;PDF
modélisation comptes 1995 .pdf;Modélisation des comptes d’entreprises;Modélisation des comptes, prévisions, méthodologie;1995;PDF
1994 Édito TM N° 6.pdf;1984 10 ans après;Conflit, grève, transport routier, marchandises;1994;PDF
a0013.pdf;Appauvrissement Promenade statistique Une promenade statistique liée au hasard de nos réﬂexions sur les transports m’a amené à consulter le détail des statistiques mensuelles publiées par l’actuel SDES . Le;Transport, statistiques, OEST;1994;PDF
1993 Édito TM N° 4.pdf;Transport et prix Nobel, Fogel, Histoire contractuelle;Transport, Economie, Histoire, ;1993;PDF
Papier TM Firmes.pdf;"Le transport routier français vu par A’ et Transport
Magazine";Transport routier, fret, entreprises, groupes;1993;PDF
ns_056_2-routier-1993.pdf;Transport routier-1993;TRM;1993;PDF
PS Danube Rapport F 1992 2.pdf;PS Danube Rapport F 1992 2;Transport;1992;PDF
Politique transport 1992.pdf;Politique transport 1992 : quel débat quelles questions ?;Transport, politique des transports, prospective, prévisions;1992;PDF
trm demain l'europe 1992.pdf;TRM : Demain l’Europe;Avenir, TRM, marché unique, libéralisation, régulation, politique des transports;1992;PDF
ns_047_4-metropole-1991.pdf;Approvisionnement des metropoles -1991;Transport, fret, approvisionnement, métropoles;1991;PDF
ns_050_4-detournents-ports-moyens-1991.pdf;detournents-ports-moyens-1991;Transport maritime, ports moyens;1991;PDF
ns_052_5-urss-1991.pdf;urss-1991;Transport, fret, URSS, Russie;1991;PDF
ns_055_5-tgv-nord-1991.pdf;tgv-nord-1991;TGV;1991;PDF
3099-fret-express-1990.pdf;Acteurs er enjeux du fret express en Europe;Fret, express, messagerie, colis;1990;PDF
ns_035_1-match-1990.pdf;Marchandises 1990;Transport de marchandises, rail, combiné, Simulation, rentabilité, axe dédié;1990;PDF
ns_036_4-frigo-1990.pdf;Transport frigorifique 1990;Transport, frigorifique, fret;1990;PDF
ns_038_8-financement-1990.pdf;financement-1990;Transport, financement;1990;PDF
ns_040_7-prix-route-1990.pdf;prix-route-1990;TRM, Prix;1990;PDF
ns_042_1-golfe-1990.pdf;golfe-1990;Transport, Golfe, Moyen Orient;1990;PDF
322-secu-routiere-1989.pdf;322-secu-routiere-1989;Sécurité routière;1989;PDF
3698-etude-cabotage-1989.pdf;3698-etude-cabotage-1989;Transport routier, cabotage;1989;PDF
ns_022_3-tfl-licence-uk-1989.pdf;tfl-licence-uk-1989;TRM, licences, Royaume Uni, UK;1989;PDF
ns_023_6-integrators-1989.pdf;integrators-1989;Integrators, fret, express;1989;PDF
ns_025_2-plan-1989.pdf;plan-1989;Transport, plan;1989;PDF
ns_026_4-cabotage-0-1989.pdf;Cabotage Siim Kallas reporte la libéralisation du cabotage :;cabotage routier;1989;PDF
ns_027_2-cabotage-1-1989.pdf;ns 027 2-cabotage-1-1989;cabotage routier;1989;PDF
ns_027_7-corse-1989.pdf;corse-1989;Fret, voyageurs, Corse;1989;PDF
ns_028_3-cabotage-1989.pdf;cabotage-1989;Cabotage routier, TRM;1989;PDF
ns_029_6-chine-1989.pdf;chine-1989;Transport, Chine;1989;PDF
ns_030_1-autocars-1989.pdf;autocars-1989;Autocars, voyageurs;1989;PDF
ns_031_3-express-vision-uk-1989.pdf;express-vision-uk-1989;Express, Royaume Uni;1989;PDF
ns_032_6-express-espagne-1989.pdf;express-espagne-1989;Express, Express;1989;PDF
ns_033_3-fret-1989.pdf;Analyse Fret Ferroviaire;Fret, Rail;1989;PDF
3691-gdr-distrib-uk-1988.pdf;La grand distribution en Allemagne (RFA);Grande distribution, hypermarchés;1988;PDF
3745-fruits-legumes-uk-1988.pdf;Marché des fruits et légumes France - UK;Transport, logistique, fruits, légumes, Royaume Uni, UK;1988;PDF
ns_014_2-prix-tram-1988.pdf;Prix de transport 1988;prix TRM;1988;PDF
ns_015_2-tram-ue-10-1988.pdf;TRM français au sein de l’UE 1988;TRM, UE;1988;PDF
ns_016_6-conj-87-1988.pdf;Conjoncture 87-1988;Transport, conjoncture;1988;PDF
ns_018_3-restructurations-1988.pdf;restructurations-1988;Transport, entreprises;1988;PDF
ns_018_5-transport-insulaire-1988.pdf;transport-insulaire-1988;Transport, insularité, îles, ;1988;PDF
ns_021_2-croissance-1988.pdf;croissance-1988;Transport, conjoncture;1988;PDF
ns_022_1-marc-89-1988.pdf;Transport de marchandises 89-1988;Transport, fret;1988;PDF
ns_001_2-marc-1987.pdf;Transport de marchandises 1986-1987;Transport de marchandises, rail, combiné, Simulation, rentabilité, axe dédié;1987;PDF
ns_002_1-greves-1987.pdf;greves-1987;Transport grèves, SNCF;1987;PDF
ns_004_1-tri-1987.pdf;Transports en commun;Transport de voyageurs;1987;PDF
ns_004_5-parts-modales-1987.pdf;parts-modales-1987;Fret, parts modales;1987;PDF
ns_006_4-combine-1987.pdf;combine-1987;Combiné;1987;PDF
ns_007_2-prix-tram-1987.pdf;Prix de transport  de marchandises 1987;Prix, TRM;1987;PDF
ns_008_1-golfe-1987.pdf;Golfe-1987;Maritime, Golfe, Moyen Orient;1987;PDF
ns_008_3-espagne-1987.pdf;Trafics avec l’Espagne ;TRM, Espagne;1987;PDF
ns_009_italie-1987.pdf;Trafics avec l'Italie-1987;TRM, Italie;1987;PDF
ns_010_1-monde-1987.pdf;Place du transport français dans le Monde;TRM, Monde;1987;PDF
ns_011_2-parts-marche-1987.pdf;parts-marche-1987;Transports, parts modales;1987;PDF
surcapacite_trm_1986.pdf;La surcapacité des transports routiers de marchandises;Capacité, surcapacité, TRM, déséquilibre;1986;PDF
a0139.pdf;Patrice Salini : 'Les routiers de l'Est : 'Les routiers de l'Est : pas la seule cause du déclin des français à l'international' JEAN MICHEL GRADT / JOURNALISTE | LE 17/03 À 09:59, MIS À JOUR À 14:17 E;Transport routier de marchandises, PECO, pays de l’est, concurrence;1984;PDF
transports amérique du nord 1984.pdf;Transport routier aus USA et au Canada ;Transport routier, canada, usa, régulation, fraude, règles, ;1984;PDF
tarification groupe pol trans du ps 1983.pdf;La question de la tarification des transports ;Parti socialiste, tarifs, tarification, transport de fret, régulation, déséquilibres, transition;1983;PDF
rapport_frybourg-salini.pdf;Le transport combiné rail-route Rapport Frybourg-Salini;Combiné, rail-route, analyse, propositions, régulation, politique des transports, Novatrans, CNC;1983;PDF
rapport frybourg-salini.pdf;"Analyse économétrique des chemins de fer
de 1828 à 1913";Rail, histoire, économétrie, ;1981;PDF
PS CR Indices précurseurs 1981 .pdf;PS CR Indices précurseurs 1981;Transport, Bureaux Régionaux de fret, BRF, Indices, précurseurs, prévision, anticipation;1981;PDF
arima trm 1980.pdf;Application des modèles ARIMA au TRM;Modélisation, arima, box et jenkins, autorégressif, moyenne mobile, projection, prévision, séries temporelles, conjoncture;1980;PDF
modèle sncf 1980.pdf;Le modèle SNCF;Modélisation des comptes, prévisions, SNCF;1980;PDF
pretram 1980 .pdf;Le modèle PRETAM (II);Modélisation, fret, NST;1980;PDF
1646-taxe-pro-1979.pdf;Etude sur la fiscalité transport;Fiscalité, taxe professionnelle;1979;PDF
6741-intervention-1979.pdf;Intervention réglementaire de l’Etat dans les transports depuis la guerre;Transport, régulation, histoire;1979;PDF
C00002.pdf;Le renouveau de fret SNCF;Fret, sncf;1978;PDF
Edito TM N° 17.pdf;Le secteur des faux-semblant;Transport, régulation, histoire, politique;;PDF
Edito TM N° 18.pdf;"Transport routier et environnement : fatalité
et utopie";Transport routier, environnement, régulation, CO2;;PDF
Edito TM N° 21.pdf;Histoire de chiffres;Statistiques, prix, TRM, transport routier, fret;;PDF
Edito TM N° 22.pdf;Madelin, Lapasset, la Fntr, L’Unostra et les autres…;Rugby, transport, professionnalisme, régulation;;PDF
a0002.pdf;L’évaluation, politiques publiques et grandes infrastructures, un échec ? P.S. Oui et non.;Evaluation;;PDF
a0006.pdf;Retour sur « l’achat de sièges » par la collectivité de Corse La vertu La collectivité est vertueuse. Ainsi les élus ont-ils jugé l’adoption des concessions de service public reposant sur l’idée novat;Achat de flux, Corse, Transport aérien;;PDF
a0007.pdf;Patrice Salini #ADLC Avis de l’Autorité de la Concurrence sur la #Corse (#maritime, #carburants, #déchets, #distribution) L’autorité de la concurrence vient de rendre son rapport 10A11 « relatif au ni;Concurrence, Carburants, Vito, Total;;PDF
a0008.pdf;La ﬁn de l’administration prospective ? Avant propos L’administration prospective (et le SAEI au sein duquel nous avons, jeunes, été recrutés, il faut le croire, nous a profondément marqués. Bien qu’e;Administration prospective;;PDF
a0011.pdf;Ambitions transports.. ambitions ﬁnancements ? L’ambition révélatrice Le groupe de travail présidé par Dominique Bussereau avait oﬃciellement comme objectif de « déﬁnir un modèle pérenne de ﬁnancement;Financement, Infrastructures de transport;;PDF
a0033.pdf;Déficit public : Plan, RCB et BBZ, deux abandons et un gros manque La France, comme tant d’autres, peine à réduire son déficit budgétaire. Et dans le même temps, la demande sociale exprime de plus en ;Déficit public,Plan, RCB,  BBZ, ZBB;;PDF
a0053.pdf;Article pour le DVZ (Allemagne);Transport, Fret, Europe;;PDF
a0054.pdf;Dynamique des systèmes et transports de fret : promenade Entre diﬃcultés et espoirs Patrice Salini • Ce qui fût un échec Dans un article intitulé « LʼEclairage des choix et le développement durable : ;Transport, dynamique des systèmes, histoire;;PDF
a0059.pdf;SimTrans: A Simulation tool for sustainable freight transport policies Michel Karsky* Patrice Salini**, *** *KBS 40 r Charlot 75003 Paris France michel.karsky@noos.fr ** Institut National de Recherche;Dynamique des systèmes, modèles, Isee, Stella, Fret, France;;PDF
a0063.pdf;Que penser des affirmations des arguments de l’Osservatorie per l’asse ferroviario Torino-Lione ? Affirmation Le limitazioni imposte alla circolazione dei treni merci dalle autorità di sicurezza ferro;Lyon-Turin, évaluation, grands projets, investissements, rail, Analyse;;PDF
a0078.pdf;Transport et lutte contre le dopage Cet été a été tragique, avec une nouvelle guerre au Moyen-Orient. Mais il a une nouvelle fois intéressé plus futilement le public passionné de sport avec de nouveau;Transport, dopage;;PDF
a0087.pdf;Les transports ne valent rien d’autre que ce qu’ils permettent ! Avec une valeur ajoutée d’un peu moins de 4 % du PIB, et un peu plus de 4 % des emplois, la branche transport – dont la croissance a ét;Transport, valorisation;;PDF
a0088.pdf;Nouvelles logiques politiques…;Politiques publiques;;PDF
a0093.pdf;Covid19 : Management, externalisation, capacité productive L’économie « physique » et industrielle a changé profondément de nature avec la disparition progressive d’une organisation largement intégrée;COVID, Management, gestion, stratégie;;PDF
a0097.pdf;TIH 334 Le marché de la messagerie : en marche vers l’oligopole ? marché messagerie regardé souvent manière naïve. souviens exemple l’épisode l’arrivée France appelait intégrateurs L’idée simple.;Messagerie;;PDF
a0102.pdf;Notation de la SNCF;Sncf, notation, cotation;;PDF
a0128.pdf;Patrice Salini « SNCM : la décision de la Collectivité territoriale corse va obliger Veolia à bouger » Pour Patrice Salini, économiste des Transports, le président de la Collectivité territoriale cors;Corse, SNCM, Maritime;;PDF
a0133.pdf;Groupes transport : Restructurations Mondialisation Libéralisation Patrice Salini Les métiers Spécialités Logistique Organisation de transport 4th PL Des innovations fortes ont marqué les 50 dernières;Transports, fret, organisation de transport, Groupes, restructuration, regroupements;;PDF
a0142.pdf;Logiques productives et économiques;Transport, logiques productives;;PDF
a0156.pdf;SIMTRANS (Freight Transportation Simulation Model) Patrice SALINI (INRETS, France) E-mail : patrice.salini@inrets.fr Michel KARSKY (KBS, France) E-mail : kbsfr@noos.fr Postal Address : 340 rue Saint J;Simulation, CO2, Kyoto, simulation, dynamiques systèmes,;;PDF
a0159.pdf;Suez, GDF, Eads, DHL, Geodis et les autres Fusionner ou pas ? Avec Suez plutôt qu’Enel ? Maintenir ou non le co-Président français à la tête d’Eads ?;Transport;;PDF
a0161.pdf;La tarification des infrastructures de transport ;Transport, tarification des infrastructures;;PDF
a0168.pdf;Grenelle ô mon Grenelle;Transport, climat, Co2;;PDF
a0169.pdf;Propos de campagne Une TIPP flottante, bonne ou mauvaise idée ? Il y a plusieurs façons de concevoir la TIPP flottante (aujourd’hui appelée Taxe intérieure de consommation sur les produits énergétique;Transport, taxes, route, TIPP, TICPE, Carburants;;PDF
a0172.pdf;Mory;Mory, messagerie;;PDF
a0173.pdf;Dividendes et bénéfices;Transport;;PDF
a0178.pdf;Politique & réglementation 15 Les transports, la politique et nous Chapitre 1 : Pourquoi il est difficile de bénéficier d’une politique des transports Pour entamer cette série d’articles sur la politi;Transport, bénéfices;;PDF
a0187.pdf;Garbage can ;Transport, politique des transports;;PDF
a0188.pdf;Aulnay dernière chance du combiné en Ile de France;Transport combiné, rail-route;;PDF
a0191.pdf;Politique & réglementation 11 Écotaxe Simplifier oui, mais pour quel résultat ? L e projet de loi, qui intègre les dispositions qui seront applicables en matière de majoration des prix de transport ro;Ecotaxe, taxes, simplification ;;PDF
a0200.pdf;Politique des transports Pragmatisme et difficultés européennes ? L a politique française des transports est donc pragmatique.;Transport, Europe, régulation;;PDF
a0201.pdf;Rapport sur la ristourne gazole Qu’il est difficile de jouer aux experts ! U n rapport de l’Inspection générale des finances vient d’être commis. Il s’intitule “Pour des;Gazole, taxes;;PDF
a0202.pdf;Commission Duron Pour le fret, il faudra attendre La commission présidée par Philippe Duron a rendu sa copie.;Infrastructures, fret;;PDF
a0203.pdf;La transition énergétique Quel programme? La transition énergétique, thème majeur ? Le gouvernement a même créé un site intitulé www.transition-energetique.gouv.fr, c’est dire si ;Transport, transition écologique;;PDF
a0204.pdf;L’affichage CO2 Intention vertueuse, mise en place fumeuse Pour une prestation donnée, on fournit naturellement un prix permettant d’être payé.;Affichage, CO2;;PDF
a0210.pdf;Les VUL, ou le tiers secteur TIH n°436 Pour des activités réglementées, la régulation des conditions de concurrence est chose délicate.;Transport routier, véhicules utilitaires légers, VUL;;PDF
a0212.pdf;SNCM, décision de la Commission Européenne;Corse, DSP, Maritime, SNCM;;PDF
a0219.pdf;Quand la Cour des Comptes de l’UE examine le programme Marco-Polo;Cour des comptes européennes, Marco Polo;;PDF
a0223.pdf;Quand la Coface s’intéresse aux transports;Transport, conjoncture, défaillances, financement;;PDF
a0225.pdf;Le transport low-cost et la France : quand le buzz fait office d’analyse La communication – parfois l’agitation, ou de temps à autres l’information – amènent sur le devant de la scène une problématiqu;Transport;;PDF
a0226.pdf;Nous n’existons pas;Transport, Plan, France Stratégie;;PDF
Édito TM 25.pdf;Grèves : La lutte pour la vie ?;Grèves;;PDF
Édito TM N° 1.pdf;Il faut que l’État fasse son travail;Conjoncture, politique des transports;;PDF
Édito TM N° 10.pdf;Faut-il croire au réalisme et à la pédagogie ?;Politique des transports;;PDF
Édito TM N° 11.pdf;Le malade n’a pas besoin de repos ;Politique des transports;;PDF
Édito TM N° 12.pdf;"Rupture, continuité, durée, trois exigences pour
ouvrir la voie du progrès";Politique des transports;;PDF
Édito TM N° 13.pdf;Voir la réalité en face;Politique des transports;;PDF
Édito TM N° 14.pdf;Moderniser… vraiment la régulation du secteur;Politique des transports;;PDF
Édito TM N° 15.pdf;Un ciel bleu sans nuages ?;Politique des transports;;PDF
Édito TM N° 16.pdf;Et le chemin de fer ? ;Politique des transports;;PDF
Édito TM N° 2.pdf;"Hasards de
calendrier";Politique des transports;;PDF
Édito TM N° 3.pdf;Cohérence;Politique des transports;;PDF
Édito TM N° 4bis.pdf;"Transports prix Nobel &
rapport Aberlé";Politique des transports;;PDF
Édito TM N° 5.pdf;Reconstruire un projet commun;Politique des transports;;PDF
Édito TM N° 7 (suisse).pdf;Au fait, c’est pour quand la saturation de nos axes alpins ?;Alpes, saturation;;PDF
